"name","length","exp number of AAs in TMHs","exp number of AAs in TMHs in the first 60 AAs","predicted number of TMH","topology"
"YP_003969331.1","156","0.00","0.00","0","o"
"YP_003969332.1","454","0.01","0.00","0","o"
"YP_003969333.1","111","0.00","0.00","0","o"
"YP_003969334.1","647","0.01","0.00","0","o"
"YP_003969335.1","495","0.00","0.00","0","o"
"YP_003969336.1","129","0.00","0.00","0","o"
"YP_003969337.1","136","0.00","0.00","0","i"
"YP_003969338.1","130","0.01","0.00","0","o"
"YP_003969339.1","221","0.01","0.01","0","o"
"YP_003969340.1","80","0.13","0.13","0","o"
"YP_003969341.1","83","0.00","0.00","0","i"
"YP_003969342.1","158","0.00","0.00","0","o"
"YP_003969343.1","152","2.45","2.45","0","o"
"YP_003969344.1","70","39.53","39.52","2","o4-23i36-58o"
"YP_003969345.1","139","0.00","0.00","0","i"
"YP_003969346.1","94","0.00","0.00","0","o"
"YP_003969347.1","115","0.00","0.00","0","o"
"YP_003969348.1","109","0.00","0.00","0","o"
"YP_003969349.1","182","0.01","0.00","0","o"
"YP_003969350.1","123","0.03","0.02","0","o"
"YP_003969351.1","85","0.00","0.00","0","o"
"YP_003969352.1","95","0.00","0.00","0","o"
"YP_003969353.1","305","0.00","0.00","0","o"
"YP_003969354.1","167","0.01","0.00","0","i"
"YP_003969355.1","173","0.05","0.05","0","o"
"YP_003969356.1","105","0.39","0.39","0","o"
"YP_003969357.1","128","18.32","18.32","1","o10-27i"
"YP_003969358.1","164","0.01","0.00","0","o"
"YP_003969359.1","207","6.91","6.82","0","o"
"YP_003969360.1","219","0.02","0.02","0","o"
"YP_003969361.1","246","0.00","0.00","0","o"
"YP_003969362.1","164","0.00","0.00","0","o"
"YP_003969363.1","118","0.08","0.08","0","o"
"YP_003969364.1","64","0.00","0.00","0","o"
"YP_003969365.1","139","43.98","22.81","2","i7-29o110-129i"
"YP_003969366.1","350","3.28","3.27","0","o"
"YP_003969367.1","165","1.10","0.24","0","o"
"YP_003969368.1","64","0.37","0.37","0","o"
"YP_003969369.1","89","21.41","21.41","1","i7-29o"
"YP_003969370.1","108","0.04","0.04","0","o"
"YP_003969371.1","141","16.10","16.10","1","i7-26o"
"YP_003969372.1","73","0.00","0.00","0","o"
"YP_003969373.1","119","0.00","0.00","0","i"
"YP_003969374.1","42","0.18","0.18","0","o"
"YP_003969375.1","187","22.79","22.79","1","i5-27o"
"YP_003969376.1","353","61.20","37.99","3","i2-19o29-51i329-351o"
"YP_003969377.1","351","0.02","0.00","0","o"
"YP_003969378.1","76","0.01","0.01","0","i"
"YP_003969379.1","84","0.31","0.31","0","o"
"YP_003969380.1","90","0.02","0.00","0","o"
"YP_003969381.1","75","0.07","0.07","0","o"
"YP_003969382.1","85","0.00","0.00","0","i"
"YP_003969383.1","84","0.00","0.00","0","i"
"YP_003969384.1","85","0.05","0.05","0","i"
"YP_003969385.1","109","0.00","0.00","0","o"
"YP_003969386.1","385","0.01","0.00","0","o"
"YP_003969387.1","145","0.32","0.32","0","o"
"YP_003969388.1","94","0.01","0.00","0","i"
"YP_003969389.1","165","0.02","0.01","0","o"
"YP_003969390.1","277","8.99","0.01","0","o"
"YP_003969391.1","99","0.00","0.00","0","o"
"YP_003969392.1","150","0.03","0.00","0","o"
"YP_003969393.1","161","4.68","3.98","0","o"
"YP_003969394.1","174","0.35","0.34","0","o"
"YP_003969395.1","301","0.00","0.00","0","o"
"YP_003969396.1","216","0.06","0.01","0","o"
"YP_003969397.1","80","0.00","0.00","0","i"
"YP_003969398.1","95","0.00","0.00","0","i"
"YP_003969399.1","306","0.01","0.01","0","o"
"YP_003969400.1","1237","0.09","0.00","0","o"
"YP_003969401.1","1305","0.16","0.00","0","o"
"YP_003969402.1","1313","0.00","0.00","0","o"
"YP_003969403.1","123","1.26","1.16","0","o"
"YP_003969404.1","1331","0.09","0.00","0","o"
"YP_003969405.1","175","26.86","22.39","1","i13-35o"
"YP_003969406.1","165","0.31","0.26","0","o"
"YP_003969407.1","112","22.59","22.59","1","o15-37i"
"YP_003969408.1","97","0.00","0.00","0","o"
"YP_003969409.1","105","0.01","0.01","0","o"
"YP_003969410.1","41","0.00","0.00","0","i"
"YP_003969411.1","144","61.20","35.76","3","i21-43o48-65i125-143o"
"YP_003969412.1","91","0.00","0.00","0","o"
"YP_003969413.1","438","1.47","0.00","0","o"
"YP_003969414.1","168","0.37","0.37","0","o"
"YP_003969415.1","73","0.00","0.00","0","o"
"YP_003969416.1","188","0.00","0.00","0","o"
"YP_003969417.1","432","0.00","0.00","0","o"
"YP_003969418.1","732","0.17","0.02","0","o"
"YP_003969419.1","103","0.00","0.00","0","o"
"YP_003969420.1","156","0.00","0.00","0","o"
"YP_003969421.1","614","0.05","0.00","0","o"
"YP_003969422.1","164","0.20","0.14","0","o"
"YP_003969423.1","71","0.00","0.00","0","o"
"YP_003969424.1","58","0.00","0.00","0","i"
"YP_003969425.1","247","0.00","0.00","0","o"
"YP_003969426.1","226","0.00","0.00","0","o"
"YP_003969427.1","159","0.35","0.05","0","o"
"YP_003969428.1","343","0.04","0.01","0","o"
"YP_003969429.1","156","1.11","0.01","0","o"
"YP_003969430.1","484","0.02","0.00","0","o"
"YP_003969431.1","247","4.64","0.00","0","o"
"YP_003969432.1","410","2.33","0.17","0","o"
"YP_003969433.1","919","0.01","0.00","0","o"
"YP_003969434.1","120","0.00","0.00","0","o"
"YP_003969435.1","193","0.00","0.00","0","o"
"YP_003969436.1","322","0.00","0.00","0","o"
"YP_003969437.1","224","0.35","0.13","0","o"
"YP_003969438.1","94","0.00","0.00","0","o"
"YP_003969439.1","58","0.00","0.00","0","o"
"YP_003969440.1","769","0.06","0.05","0","o"
"YP_003969441.1","342","0.02","0.01","0","o"
"YP_003969442.1","564","3.60","0.00","0","o"
"YP_003969443.1","141","0.62","0.62","0","i"
"YP_003969444.1","38","0.03","0.03","0","i"
"YP_003969445.1","224","6.85","0.00","0","o"
"YP_003969446.1","129","0.00","0.00","0","o"
"YP_003969447.1","83","0.01","0.01","0","i"
"YP_003969448.1","174","0.83","0.44","0","o"
"YP_003969449.1","480","0.01","0.00","0","o"
"YP_003969450.1","82","0.15","0.01","0","o"
"YP_003969451.1","168","0.00","0.00","0","o"
"YP_003969452.1","95","0.00","0.00","0","o"
"YP_003969453.1","90","0.01","0.00","0","o"
"YP_003969454.1","125","0.01","0.00","0","o"
"YP_003969455.1","159","0.00","0.00","0","o"
"YP_003969456.1","703","0.10","0.00","0","o"
"YP_003969457.1","130","0.00","0.00","0","o"
"YP_003969458.1","90","0.02","0.02","0","o"
"YP_003969459.1","85","0.02","0.02","0","o"
"YP_003969460.1","376","0.09","0.00","0","o"
"YP_003969461.1","744","0.02","0.00","0","o"
"YP_003969462.1","154","0.01","0.01","0","o"
"YP_003969463.1","133","0.00","0.00","0","i"
"YP_003969464.1","137","0.00","0.00","0","o"
"YP_003969465.1","161","0.00","0.00","0","o"
"YP_003969466.1","186","0.13","0.02","0","o"
"YP_003969467.1","184","0.04","0.04","0","o"
"YP_003969468.1","105","0.16","0.00","0","o"
"YP_003969469.1","181","0.64","0.00","0","o"
"YP_003969470.1","58","0.84","0.84","0","i"
"YP_003969471.1","153","0.05","0.02","0","o"
"YP_003969472.1","71","0.00","0.00","0","i"
"YP_003969473.1","115","0.01","0.01","0","o"
"YP_003969474.1","76","0.00","0.00","0","i"
"YP_003969475.1","126","1.24","0.06","0","i"
"YP_003969476.1","46","19.01","19.01","1","i26-45o"
"YP_003969477.1","193","0.00","0.00","0","o"
"YP_003969478.1","78","0.00","0.00","0","i"
"YP_003969479.1","302","0.05","0.00","0","o"
"YP_003969480.1","98","3.83","3.83","0","i"
"YP_003969481.1","315","22.73","22.72","1","i7-29o"
"YP_003969482.1","113","0.01","0.00","0","o"
"YP_003969483.1","145","0.04","0.04","0","i"
"YP_003969484.1","57","38.46","38.46","2","o4-21i28-46o"
"YP_003969485.1","85","0.00","0.00","0","i"
"YP_003969486.1","313","0.06","0.01","0","o"
"YP_003969487.1","51","31.42","31.42","2","i7-26o31-50i"
"YP_003969488.1","87","0.25","0.25","0","o"
"YP_003969489.1","96","0.00","0.00","0","o"
"YP_003969490.1","56","0.00","0.00","0","o"
"YP_003969491.1","72","0.01","0.01","0","i"
"YP_003969492.1","78","0.06","0.05","0","i"
"YP_003969493.1","62","43.48","43.19","2","i7-29o39-61i"
"YP_003969494.1","38","0.00","0.00","0","i"
"YP_003969495.1","188","0.00","0.00","0","o"
"YP_003969496.1","86","43.65","29.59","2","i22-44o54-76i"
"YP_003969497.1","42","23.43","23.43","1","i13-35o"
"YP_003969498.1","48","25.51","25.51","1","o23-45i"
"YP_003969499.1","93","0.00","0.00","0","o"
"YP_003969500.1","110","0.00","0.00","0","i"
"YP_003969501.1","57","0.00","0.00","0","o"
"YP_003969502.1","63","0.00","0.00","0","i"
"YP_003969503.1","161","0.06","0.06","0","o"
"YP_003969504.1","417","0.00","0.00","0","o"
"YP_003969505.1","234","0.02","0.01","0","o"
"YP_003969506.1","66","0.00","0.00","0","o"
"YP_003969507.1","399","0.00","0.00","0","o"
"YP_003969508.1","258","0.78","0.06","0","o"
"YP_003969509.1","271","0.19","0.13","0","o"
"YP_003969510.1","73","0.00","0.00","0","o"
"YP_003969511.1","103","0.02","0.01","0","o"
"YP_003969512.1","107","19.04","19.00","1","o4-23i"
"YP_003969513.1","77","0.19","0.19","0","o"
"YP_003969514.1","182","0.26","0.23","0","o"
"YP_003969515.1","110","5.12","5.12","0","o"
"YP_003969516.1","176","7.82","7.72","0","o"
"YP_003969517.1","99","0.12","0.12","0","i"
"YP_003969518.1","155","0.02","0.00","0","i"
"YP_003969519.1","194","0.00","0.00","0","o"
"YP_003969520.1","209","9.57","0.10","0","o"
"YP_003969521.1","134","0.00","0.00","0","o"
"YP_003969522.1","183","0.00","0.00","0","o"
"YP_003969523.1","58","38.18","38.18","2","o4-21i33-55o"
"YP_003969524.1","87","0.03","0.03","0","o"
"YP_003969525.1","108","0.00","0.00","0","o"
"YP_003969526.1","159","0.03","0.03","0","o"
"YP_003969527.1","48","23.15","23.15","1","o10-32i"
"YP_003969528.1","114","0.00","0.00","0","o"
"YP_003969529.1","63","0.02","0.02","0","o"
"YP_003969530.1","148","0.00","0.00","0","o"
"YP_003969531.1","90","0.01","0.01","0","o"
"YP_003969532.1","307","0.00","0.00","0","o"
"YP_003969533.1","91","0.00","0.00","0","o"
"YP_003969534.1","157","0.01","0.00","0","o"
"YP_003969535.1","128","0.00","0.00","0","o"
"YP_003969536.1","91","0.00","0.00","0","o"
"YP_003969537.1","93","0.00","0.00","0","o"
"YP_003969538.1","61","0.01","0.01","0","o"
"YP_003969539.1","105","0.00","0.00","0","i"
"YP_003969540.1","480","0.04","0.00","0","o"
"YP_003969541.1","223","5.10","4.61","0","o"
"YP_003969542.1","43","0.01","0.01","0","o"
"YP_003969543.1","76","0.70","0.70","0","o"
"YP_003969544.1","79","0.00","0.00","0","o"
"YP_003969545.1","317","0.00","0.00","0","o"
"YP_003969546.1","115","18.88","18.87","1","o10-27i"
"YP_003969547.1","156","1.77","0.85","0","i"
"YP_003969548.1","76","0.00","0.00","0","i"
"YP_003969549.1","124","20.68","20.57","1","o5-24i"
"YP_003969550.1","83","0.00","0.00","0","o"
"YP_003969551.1","120","0.00","0.00","0","o"
"YP_003969552.1","75","0.00","0.00","0","o"
"YP_003969553.1","96","0.00","0.00","0","o"
"YP_003969554.1","1183","1.61","1.50","0","o"
"YP_003969555.1","299","0.12","0.04","0","o"
"YP_003969556.1","204","0.00","0.00","0","o"
"YP_003969557.1","65","0.01","0.01","0","i"
"YP_003969558.1","102","0.05","0.05","0","o"
"YP_003969559.1","173","0.05","0.05","0","o"
"YP_003969560.1","134","0.00","0.00","0","o"
"YP_003969561.1","112","0.18","0.17","0","o"
"YP_003969562.1","204","0.01","0.00","0","o"
"YP_003969563.1","51","0.00","0.00","0","o"
"YP_003969564.1","92","40.33","33.01","2","i20-39o49-66i"
"YP_003969565.1","63","45.07","43.75","2","i3-25o40-62i"
"YP_003969566.1","75","0.00","0.00","0","o"
"YP_003969567.1","183","0.09","0.00","0","o"
"YP_003969568.1","130","0.00","0.00","0","i"
"YP_003969569.1","84","0.00","0.00","0","o"
"YP_003969570.1","60","0.00","0.00","0","i"
"YP_003969571.1","92","0.00","0.00","0","o"
"YP_003969572.1","152","0.01","0.00","0","o"
"YP_003969573.1","37","21.59","21.59","1","i7-29o"
"YP_003969574.1","77","0.02","0.02","0","o"
"YP_003969575.1","75","0.00","0.00","0","o"
"YP_003969576.1","94","0.00","0.00","0","o"
"YP_003969577.1","83","0.00","0.00","0","o"
"YP_003969578.1","133","0.00","0.00","0","o"
"YP_003969579.1","477","0.21","0.00","0","o"
"YP_003969580.1","199","0.01","0.01","0","o"
"YP_003969581.1","114","0.17","0.17","0","o"
"YP_003969582.1","141","1.08","1.08","0","o"
"YP_003969583.1","67","0.00","0.00","0","o"
"YP_003969584.1","80","13.51","6.48","0","o"
"YP_003969585.1","73","0.00","0.00","0","o"
"YP_003969586.1","93","0.03","0.00","0","o"
"YP_003969587.1","77","0.00","0.00","0","o"
"YP_003969588.1","126","0.00","0.00","0","i"
"YP_003969589.1","54","0.00","0.00","0","o"
"YP_003969590.1","86","0.00","0.00","0","i"
"YP_003969591.1","103","0.00","0.00","0","i"
"YP_003969592.1","71","0.00","0.00","0","o"
"YP_003969593.1","130","0.00","0.00","0","o"
"YP_003969594.1","51","0.00","0.00","0","o"
"YP_003969595.1","73","0.00","0.00","0","o"
"YP_003969596.1","144","0.00","0.00","0","o"
"YP_003969597.1","54","0.00","0.00","0","i"
"YP_003969598.1","62","0.01","0.01","0","o"
"YP_003969599.1","66","0.00","0.00","0","o"
"YP_003969600.1","141","0.01","0.00","0","o"
"YP_003969601.1","82","0.00","0.00","0","i"
"YP_003969602.1","180","0.00","0.00","0","o"
"YP_003969603.1","73","1.91","1.91","0","o"
"YP_003969604.1","95","0.05","0.05","0","o"
"YP_003969605.1","101","0.00","0.00","0","o"
"YP_003969606.1","342","0.00","0.00","0","o"
"YP_003969607.1","129","0.01","0.01","0","o"
"YP_003969608.1","72","0.03","0.03","0","o"
"YP_003969609.1","165","0.00","0.00","0","o"
"YP_003969610.1","77","0.00","0.00","0","o"
"YP_003969611.1","229","1.01","0.63","0","o"
"YP_003969612.1","190","0.00","0.00","0","o"
"YP_003969613.1","623","16.86","0.00","0","o"
"YP_003969614.1","40","0.00","0.00","0","o"
"YP_003969615.1","259","0.00","0.00","0","o"
"YP_003969616.1","323","0.01","0.00","0","o"
"YP_003969617.1","332","0.22","0.00","0","o"
"YP_003969618.1","154","0.00","0.00","0","o"
"YP_003969619.1","355","0.28","0.28","0","o"
"YP_003969620.1","186","0.90","0.32","0","o"
"YP_003969621.1","408","0.01","0.00","0","o"
"YP_003969622.1","606","0.00","0.00","0","o"
"YP_003969623.1","182","0.00","0.00","0","o"
"YP_003969624.1","97","0.00","0.00","0","o"
"YP_003969625.1","140","0.03","0.02","0","o"
"YP_003969626.1","651","1.48","1.02","0","o"
"YP_003969627.1","1163","21.50","0.15","1","o987-1009i"
"YP_003969628.1","328","0.00","0.00","0","o"
"YP_003969629.1","308","0.00","0.00","0","o"
"YP_003969630.1","717","0.01","0.00","0","o"
"YP_003969631.1","324","0.07","0.03","0","o"
"YP_003969632.1","439","0.01","0.00","0","o"
"YP_003969633.1","138","0.00","0.00","0","o"
"YP_003969634.1","594","0.00","0.00","0","o"
"YP_003969635.1","55","5.60","5.60","0","i"
"YP_003969636.1","138","0.02","0.01","0","o"
"YP_003969637.1","75","0.00","0.00","0","i"
"YP_003969638.1","135","0.02","0.00","0","i"
"YP_003969639.1","127","0.00","0.00","0","o"
"YP_003969640.1","136","0.12","0.03","0","o"
"YP_003969641.1","143","0.07","0.06","0","o"
"YP_003969642.1","263","1.54","0.00","0","o"
"YP_003969643.1","287","0.06","0.06","0","o"
"YP_003969644.1","401","0.01","0.01","0","o"
"YP_003969645.1","479","23.28","3.22","1","o458-477i"
"YP_003969646.1","126","62.20","40.33","3","i7-24o39-61i82-104o"
"YP_003969647.1","913","0.01","0.00","0","o"
"YP_003969648.1","55","0.00","0.00","0","i"
"YP_003969649.1","79","0.00","0.00","0","o"
"YP_003969650.1","685","0.04","0.00","0","o"
"YP_003969651.1","490","0.01","0.00","0","o"
"YP_003969652.1","202","0.00","0.00","0","o"
"YP_003969653.1","329","0.29","0.13","0","o"
"YP_003969654.1","106","0.70","0.51","0","o"
"YP_003969655.1","186","0.27","0.00","0","o"
"YP_003969656.1","79","0.00","0.00","0","i"
"YP_003969657.1","119","0.10","0.00","0","i"
"YP_003969658.1","294","0.01","0.00","0","o"
"YP_003969659.1","331","0.01","0.00","0","o"
"YP_003969660.1","77","0.00","0.00","0","o"
"YP_003969661.1","184","0.00","0.00","0","o"
"YP_003969662.1","61","0.01","0.01","0","i"
"YP_003969663.1","411","0.01","0.00","0","o"
"YP_003969664.1","160","0.04","0.00","0","o"
"YP_003969665.1","77","0.00","0.00","0","o"
"YP_003969666.1","171","0.00","0.00","0","o"
"YP_003969667.1","820","0.03","0.00","0","o"
"YP_003969668.1","811","0.01","0.00","0","o"
"YP_003969669.1","321","1.61","0.66","0","o"
"YP_003969670.1","704","0.13","0.12","0","o"
"YP_003969671.1","153","0.05","0.01","0","o"
"YP_003969672.1","78","44.98","37.70","2","i7-24o39-69i"
"YP_003969673.1","326","0.03","0.00","0","o"
"YP_003969674.1","63","19.75","18.56","1","i45-62o"
"YP_003969675.1","585","0.61","0.28","0","o"
"YP_003969676.1","72","0.93","0.79","0","o"
"YP_003969677.1","115","0.01","0.00","0","o"
"YP_003969678.1","76","13.88","13.88","0","i"
"YP_003969679.1","963","0.26","0.18","0","o"
"YP_003969680.1","449","0.00","0.00","0","o"
"YP_003969681.1","123","0.00","0.00","0","o"
"YP_003969682.1","86","0.00","0.00","0","o"
"YP_003969683.1","338","2.12","0.01","0","o"
"YP_003969684.1","116","0.00","0.00","0","i"
"YP_003969685.1","136","0.00","0.00","0","o"
"YP_003969686.1","186","0.00","0.00","0","o"
"YP_003969687.1","147","5.19","5.19","0","o"
"YP_003969688.1","197","1.61","0.00","0","o"
"YP_003969689.1","648","0.06","0.03","0","o"
"YP_003969690.1","158","0.04","0.03","0","o"
"YP_003969691.1","404","0.19","0.00","0","o"
"YP_003969692.1","240","25.27","17.86","1","i7-29o"
"YP_003969693.1","385","40.45","20.31","2","o10-27i76-98o"
"YP_003969694.1","362","0.26","0.02","0","o"
"YP_003969695.1","108","0.00","0.00","0","o"
"YP_003969696.1","179","0.01","0.00","0","i"
"YP_003969697.1","182","0.26","0.00","0","o"
"YP_003969698.1","90","0.01","0.01","0","o"
"YP_003969699.1","621","0.07","0.00","0","o"
"YP_003969700.1","627","0.00","0.00","0","o"
"YP_003969701.1","163","0.01","0.00","0","o"
"YP_003969702.1","119","0.05","0.05","0","o"
"YP_003969703.1","243","0.01","0.01","0","o"
"YP_003969704.1","773","0.07","0.06","0","o"
"YP_003969705.1","216","0.07","0.00","0","o"
"YP_003969706.1","297","0.01","0.00","0","o"
"YP_003969707.1","556","0.03","0.00","0","o"
"YP_003969708.1","135","0.01","0.00","0","o"
"YP_003969709.1","89","0.00","0.00","0","i"
"YP_003969710.1","123","0.00","0.00","0","i"
"YP_003969711.1","481","38.91","3.34","2","i59-81o91-113i"
"YP_003969712.1","187","0.00","0.00","0","o"
"YP_003969713.1","72","41.41","37.72","2","i7-26o41-63i"
"YP_003969714.1","164","0.02","0.00","0","o"
"YP_003969715.1","242","161.20","34.90","8","o15-33i45-67o82-99i106-123o133-155i160-182o186-205i218-235o"
"YP_003969716.1","747","0.02","0.00","0","o"
"YP_003969717.1","96","17.13","17.13","1","o6-23i"
"YP_003969718.1","64","0.00","0.00","0","i"
"YP_003969719.1","207","0.03","0.00","0","o"
"YP_003969720.1","720","22.94","0.00","1","o684-706i"
"YP_003969721.1","448","22.72","0.16","1","o412-434i"
"YP_003969722.1","428","23.15","0.00","1","o388-410i"
"YP_003969723.1","255","153.89","29.70","7","o5-27i61-83o87-109i122-144o159-181i183-202o206-228i"
"YP_003969724.1","165","0.04","0.01","0","o"
"YP_003969725.1","156","0.00","0.00","0","o"
"YP_003969726.1","195","0.00","0.00","0","o"
"YP_003969727.1","325","0.02","0.00","0","o"
"YP_003969728.1","181","0.00","0.00","0","o"
"YP_003969729.1","260","14.97","0.00","0","o"
"YP_003969730.1","79","0.00","0.00","0","o"
"YP_003969731.1","189","0.02","0.00","0","o"
"YP_003969732.1","344","0.00","0.00","0","o"
"YP_003969733.1","122","0.03","0.02","0","o"
"YP_003969734.1","150","0.01","0.00","0","o"
"YP_003969735.1","206","5.61","3.64","0","o"
"YP_003969736.1","77","0.00","0.00","0","i"
"YP_003969737.1","192","64.43","29.75","3","o25-47i54-71o86-108i"
"YP_003969738.1","262","0.01","0.00","0","o"
"YP_003969739.1","469","0.03","0.02","0","o"
"YP_003969740.1","70","0.04","0.04","0","o"
"YP_003969741.1","1131","0.35","0.00","0","o"
"YP_003969742.1","329","8.59","8.58","0","o"
"YP_003969743.1","771","0.03","0.00","0","o"
"YP_003969744.1","194","0.00","0.00","0","o"
"YP_003969745.1","614","0.13","0.00","0","o"
"YP_003969746.1","592","0.01","0.00","0","o"
"YP_003969747.1","474","0.03","0.00","0","o"
"YP_003969748.1","118","0.00","0.00","0","i"
"YP_003969749.1","315","0.08","0.01","0","o"
"YP_003969750.1","1641","0.23","0.01","0","o"
"YP_003969751.1","219","0.02","0.02","0","o"
"YP_003969752.1","261","104.12","42.20","5","i7-25o30-52i73-95o105-127i162-179o"
"YP_003969753.1","220","0.49","0.47","0","o"
"YP_003969754.1","54","0.51","0.51","0","o"
"YP_003969755.1","133","0.03","0.01","0","o"
"YP_003969756.1","270","0.03","0.01","0","o"
"YP_003969757.1","209","0.03","0.00","0","o"
"YP_003969758.1","343","0.02","0.00","0","o"
"YP_003969759.1","402","0.02","0.00","0","o"
"YP_003969760.1","367","0.40","0.00","0","o"
"YP_003969761.1","138","0.28","0.00","0","o"
"YP_003969762.1","628","5.89","0.31","0","o"
"YP_003969763.1","570","0.01","0.00","0","o"
"YP_003969764.1","494","5.99","0.00","0","o"
"YP_003969765.1","486","1.01","0.62","0","o"
"YP_003969766.1","113","0.00","0.00","0","o"
"YP_003969767.1","301","21.09","0.00","1","o277-296i"
